Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
408,21,Female,Sandals,Footwear,79,New York,XL,Pink,Summer,3.0,No,2-Day Shipping,Yes,Yes,50,Bank Transfer,Annually
409,28,Male,Skirt,Clothing,86,Alabama,M,Blue,Fall,3.2,No,Store Pickup,Yes,Yes,15,Credit Card,Quarterly
410,55,Male,Heels,Footwear,20,New Hampshire,S,Maroon,Fall,4.3,Yes,Next Day Air,No,No,44,Venmo,Quarterly
411,49,Male,Pants,Clothing,21,Colorado,XL,Purple,Spring,3.4,Yes,Store Pickup,Yes,Yes,1,PayPal,Bi-Weekly
412,37,Male,Hat,Accessories,94,Kentucky,XL,Lavender,Spring,4.7,No,Free Shipping,No,No,45,Bank Transfer,Weekly
413,58,Male,Jewelry,Accessories,62,Mississippi,S,Violet,Fall,4.4,Yes,Store Pickup,Yes,Yes,39,Credit Card,Bi-Weekly
414,21,Female,Sweater,Clothing,69,Hawaii,XL,Maroon,Summer,3.4,Yes,2-Day Shipping,Yes,Yes,8,Credit Card,Fortnightly
415,52,Male,Jewelry,Accessories,94,Colorado,M,Olive,Summer,3.4,No,2-Day Shipping,No,No,3,Venmo,Monthly
416,40,Female,Hat,Accessories,87,Rhode Island,XL,Violet,Fall,4.1,Yes,Free Shipping,No,Yes,5,PayPal,Fortnightly
417,36,Male,Jeans,Clothing,55,Rhode Island,M,Blue,Spring,4.7,Yes,Standard,No,Yes,30,Credit Card,Quarterly
418,46,Male,Coat,Outerwear,28,Kentucky,M,Red,Summer,3.5,No,Store Pickup,No,No,37,Bank Transfer,Bi-Weekly
419,51,Female,Belt,Accessories,92,Oregon,L,Pink,Summer,3.1,No,Standard,Yes,Yes,9,Credit Card,Monthly
420,47,Male,Heels,Footwear,56,Wyoming,M,Turquoise,Spring,3.1,Yes,Standard,Yes,Yes,28,Credit Card,Monthly
421,29,Male,Coat,Clothing,64,Oregon,L,Lavender,Spring,3.8,Yes,Express,No,No,49,Cash,Quarterly
422,38,Male,Pants,Clothing,84,Arkansas,L,Blue,Summer,4.9,Yes,2-Day Shipping,No,No,44,Venmo,Bi-Weekly
423,48,Male,Heels,Footwear,34,Missouri,S,Silver,Spring,3.6,Yes,Standard,Yes,Yes,38,Bank Transfer,Fortnightly
424,55,Male,Coat,Outerwear,22,Massachusetts,XL,Black,Fall,3.0,No,2-Day Shipping,Yes,Yes,42,Credit Card,Quarterly
425,27,Female,Rain Jacket,Outerwear,67,Kentucky,L,Green,Summer,3.3,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Quarterly
426,65,Female,Belt,Accessories,40,Washington,XL,Charcoal,Spring,4.6,Yes,Free Shipping,Yes,Yes,19,PayPal,Annually
427,39,Male,Handbag,Accessories,20,New Hampshire,L,Charcoal,Spring,3.9,Yes,Free Shipping,Yes,Yes,24,Credit Card,Annually
428,49,Male,Parka,Outerwear,83,California,XL,Olive,Winter,4.5,Yes,Standard,No,No,7,Bank Transfer,Bi-Weekly
429,36,Female,Flats,Footwear,51,Kentucky,S,Gold,Fall,5.0,Yes,2-Day Shipping,No,No,36,PayPal,Monthly
430,58,Female,Coat,Clothing,85,Washington,S,Gold,Spring,4.0,Yes,Standard,No,Yes,22,Cash,Weekly
431,35,Female,Jewelry,Accessories,65,Maine,L,Violet,Winter,3.8,Yes,Express,Yes,Yes,34,Credit Card,Monthly
432,70,Female,Parka,Outerwear,32,California,L,Turquoise,Winter,2.8,No,Standard,No,No,21,Cash,Weekly
433,31,Male,Sneakers,Footwear,91,Florida,S,Charcoal,Fall,4.8,Yes,Free Shipping,Yes,Yes,30,Credit Card,Monthly
434,62,Female,Flats,Footwear,96,Mississippi,L,Pink,Summer,2.6,Yes,Free Shipping,Yes,Yes,44,Cash,Bi-Weekly
435,32,Female,Sneakers,Footwear,36,Massachusetts,XL,White,Winter,2.5,No,Next Day Air,Yes,Yes,12,Venmo,Weekly
436,68,Male,Handbag,Accessories,52,Maine,S,Violet,Winter,4.4,Yes,2-Day Shipping,Yes,Yes,37,Cash,Fortnightly
437,60,Female,Sweater,Clothing,38,Washington,L,Green,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,6,Debit Card,Weekly
438,51,Male,Boots,Footwear,41,Arizona,S,White,Spring,4.8,No,Standard,Yes,Yes,28,Bank Transfer,Weekly
439,29,Female,Scarf,Accessories,47,Mississippi,M,Charcoal,Winter,4.4,No,Express,No,Yes,33,Cash,Quarterly
440,66,Female,Jacket,Outerwear,30,Arkansas,XL,White,Fall,3.2,No,Store Pickup,No,Yes,35,PayPal,Monthly
441,45,Male,Shorts,Clothing,67,Wyoming,S,Blue,Winter,3.5,Yes,Express,Yes,Yes,25,PayPal,Bi-Weekly
442,55,Male,Sandals,Footwear,66,Montana,L,Purple,Fall,2.8,No,Store Pickup,No,No,48,Bank Transfer,Annually
443,55,Female,Belt,Accessories,80,Georgia,XL,Blue,Summer,2.9,No,Express,Yes,Yes,16,PayPal,Quarterly
444,32,Male,Sweater,Clothing,26,Massachusetts,XL,Gray,Spring,3.5,No,Free Shipping,No,Yes,48,Venmo,Bi-Weekly
445,66,Female,Sunglasses,Accessories,57,Georgia,XL,Blue,Summer,3.9,Yes,Express,No,Yes,24,PayPal,Monthly
446,42,Female,Handbag,Accessories,24,Wyoming,L,Pink,Fall,3.6,No,Store Pickup,No,No,48,Venmo,Annually
447,61,Female,Scarf,Accessories,91,Wyoming,S,Silver,Summer,3.7,No,2-Day Shipping,No,No,20,Venmo,Weekly
448,55,Male,Boots,Footwear,64,Washington,S,Teal,Fall,2.7,No,Standard,No,No,3,Bank Transfer,Fortnightly
449,33,Male,Jacket,Outerwear,28,Missouri,S,Teal,Spring,2.5,No,Express,No,No,36,Debit Card,Quarterly
450,35,Male,Hat,Accessories,22,Arkansas,XL,Silver,Summer,3.9,No,Express,Yes,Yes,21,PayPal,Annually
451,69,Female,Heels,Footwear,58,Hawaii,XL,Purple,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,18,Credit Card,Weekly
452,37,Female,Heels,Footwear,31,Colorado,S,Teal,Summer,2.7,No,Next Day Air,Yes,Yes,22,Venmo,Bi-Weekly
453,70,Female,Rain Jacket,Outerwear,89,Arkansas,M,Charcoal,Fall,3.1,No,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
454,51,Male,Sunglasses,Accessories,79,West Virginia,XL,Maroon,Spring,3.4,Yes,Free Shipping,Yes,Yes,47,Bank Transfer,Monthly
455,45,Female,Jacket,Outerwear,46,New Hampshire,L,Violet,Spring,3.1,Yes,Next Day Air,Yes,Yes,7,Cash,Fortnightly
456,19,Male,Rain Jacket,Outerwear,82,California,XL,Charcoal,Winter,3.0,No,Free Shipping,Yes,Yes,16,Credit Card,Bi-Weekly
457,53,Male,Shorts,Clothing,22,Maine,S,Teal,Summer,4.7,No,Standard,Yes,Yes,25,Bank Transfer,Fortnightly
458,33,Male,Pants,Clothing,94,Arizona,L,Blue,Winter,3.1,Yes,Standard,No,No,47,Bank Transfer,Fortnightly
459,45,Male,Sandals,Footwear,42,Montana,L,Lavender,Fall,3.1,Yes,Next Day Air,No,Yes,20,Debit Card,Quarterly
460,48,Male,Coat,Outerwear,66,Alabama,L,Violet,Winter,4.1,Yes,Store Pickup,Yes,Yes,44,Bank Transfer,Fortnightly
461,34,Female,Parka,Outerwear,35,California,M,Lavender,Fall,2.5,No,Standard,No,Yes,48,Cash,Monthly
462,31,Male,Jewelry,Accessories,60,Arizona,XL,Maroon,Summer,4.7,No,Next Day Air,No,No,45,PayPal,Weekly
463,70,Male,Jacket,Outerwear,65,New Hampshire,L,Lavender,Winter,4.4,Yes,Store Pickup,No,Yes,0,PayPal,Fortnightly
464,58,Female,Jacket,Outerwear,34,Wyoming,M,Red,Spring,4.6,No,Standard,No,No,47,Cash,Monthly
465,29,Female,Coat,Outerwear,30,New Hampshire,L,Pink,Fall,4.7,Yes,Express,Yes,Yes,35,Bank Transfer,Annually
466,58,Male,Shorts,Clothing,45,West Virginia,M,Maroon,Fall,4.0,No,Free Shipping,Yes,Yes,23,Cash,Annually
467,25,Male,Scarf,Accessories,83,Rhode Island,M,Purple,Spring,4.9,No,Standard,No,No,8,PayPal,Fortnightly
468,56,Male,Coat,Outerwear,73,Wyoming,XL,Turquoise,Winter,3.2,No,Free Shipping,No,Yes,23,Debit Card,Bi-Weekly
469,59,Female,Blouse,Clothing,80,Oregon,L,Silver,Spring,4.3,No,Store Pickup,No,Yes,6,Debit Card,Weekly
470,21,Female,Flats,Footwear,65,Florida,S,Gray,Summer,3.8,No,Standard,No,No,8,Debit Card,Weekly
471,55,Male,Coat,Outerwear,84,Alabama,L,Lavender,Spring,2.7,No,Free Shipping,No,Yes,20,Venmo,Fortnightly
472,49,Female,Rain Jacket,Outerwear,56,West Virginia,L,Red,Summer,3.6,Yes,Standard,No,Yes,35,Bank Transfer,Bi-Weekly
473,69,Female,Shirt,Clothing,39,Maine,M,Pink,Winter,3.7,Yes,Store Pickup,No,No,7,PayPal,Weekly
474,46,Female,Scarf,Accessories,83,Rhode Island,M,White,Summer,2.7,No,Free Shipping,Yes,Yes,47,Debit Card,Monthly
475,54,Male,Pants,Clothing,93,Wyoming,XL,Black,Spring,4.4,Yes,Standard,Yes,Yes,18,Bank Transfer,Bi-Weekly
476,25,Female,Jacket,Outerwear,61,Oregon,S,Black,Fall,4.6,No,Next Day Air,No,Yes,21,Venmo,Bi-Weekly
477,57,Female,Coat,Outerwear,47,Maine,L,Teal,Winter,4.4,No,Express,No,No,11,Cash,Quarterly
478,23,Male,Sneakers,Footwear,69,Arizona,XL,Violet,Spring,2.8,No,Next Day Air,No,Yes,22,Bank Transfer,Weekly
479,41,Male,Scarf,Accessories,69,Alabama,L,Charcoal,Winter,4.4,No,2-Day Shipping,Yes,Yes,27,Bank Transfer,Quarterly
480,23,Male,Rain Jacket,Outerwear,48,Ohio,M,Blue,Winter,3.2,No,Express,No,No,9,Cash,Bi-Weekly
481,37,Male,Belt,Accessories,92,Maine,S,Maroon,Winter,3.8,No,Express,No,No,22,Credit Card,Annually
482,23,Male,Shorts,Clothing,42,Wyoming,XL,Maroon,Winter,3.5,No,Standard,No,No,39,Credit Card,Monthly
483,69,Male,Sneakers,Footwear,30,Washington,L,White,Fall,3.8,Yes,Next Day Air,Yes,Yes,0,Cash,Bi-Weekly
484,48,Female,Jewelry,Accessories,97,Washington,XL,Violet,Summer,4.2,No,Standard,Yes,Yes,8,Cash,Weekly
485,30,Male,Shirt,Clothing,23,Montana,XL,Turquoise,Spring,3.6,Yes,Express,No,No,9,PayPal,Quarterly
486,19,Male,Sneakers,Footwear,76,Alabama,XL,Gray,Fall,4.0,Yes,Standard,No,Yes,21,Venmo,Weekly
487,58,Female,Scarf,Accessories,94,Florida,L,Maroon,Fall,3.5,No,Free Shipping,Yes,Yes,33,Venmo,Quarterly
488,54,Female,Dress,Clothing,73,Alabama,S,Blue,Summer,3.6,No,Express,Yes,Yes,18,Bank Transfer,Fortnightly
489,48,Female,Sunglasses,Accessories,84,Louisiana,L,Lavender,Spring,4.7,No,Next Day Air,No,No,10,Debit Card,Fortnightly
490,36,Male,Sunglasses,Accessories,42,Montana,M,Blue,Winter,4.5,No,Standard,Yes,Yes,13,Debit Card,Weekly
491,19,Female,Parka,Outerwear,40,Wyoming,S,Black,Summer,3.6,Yes,Express,Yes,Yes,31,Credit Card,Monthly
492,68,Female,Pants,Clothing,54,Oregon,S,Maroon,Fall,4.5,Yes,Express,Yes,Yes,35,Venmo,Annually
493,24,Male,Shirt,Clothing,66,Wyoming,L,Lavender,Fall,4.3,Yes,Free Shipping,No,No,8,Venmo,Fortnightly
494,46,Female,Shirt,Clothing,80,Arkansas,L,Red,Spring,2.7,No,Store Pickup,No,No,40,Bank Transfer,Fortnightly
495,27,Female,Sneakers,Footwear,74,New Hampshire,XL,Lavender,Summer,4.9,No,Free Shipping,Yes,Yes,45,Debit Card,Weekly
496,23,Female,Rain Jacket,Outerwear,41,New Hampshire,S,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,40,Bank Transfer,Bi-Weekly
497,51,Female,Scarf,Accessories,90,Missouri,L,Green,Winter,4.6,Yes,Store Pickup,No,No,41,Cash,Annually
498,57,Female,Rain Jacket,Outerwear,45,Missouri,S,Maroon,Summer,3.5,Yes,2-Day Shipping,No,Yes,5,Debit Card,Annually
499,37,Female,Sandals,Footwear,23,California,L,Olive,Summer,4.3,Yes,Store Pickup,Yes,Yes,23,Credit Card,Bi-Weekly
500,50,Female,Blouse,Clothing,35,New York,L,Gray,Fall,3.3,Yes,Store Pickup,Yes,Yes,22,Credit Card,Monthly
501,60,Male,Hat,Accessories,51,Rhode Island,L,Red,Spring,4.6,No,Next Day Air,Yes,Yes,9,Bank Transfer,Quarterly
502,44,Male,Blouse,Clothing,74,Oregon,XL,Purple,Fall,2.7,No,2-Day Shipping,No,No,37,PayPal,Bi-Weekly
503,45,Female,Jewelry,Accessories,73,Wyoming,M,Red,Spring,3.7,No,Free Shipping,Yes,Yes,44,Cash,Quarterly
504,48,Male,Heels,Footwear,67,Rhode Island,XL,White,Winter,3.4,No,Express,Yes,Yes,7,Credit Card,Monthly
505,41,Female,Rain Jacket,Outerwear,23,Oregon,M,Charcoal,Winter,4.8,No,Standard,Yes,Yes,11,Bank Transfer,Quarterly
506,18,Male,Jacket,Outerwear,25,New Hampshire,XL,Violet,Fall,4.8,No,Next Day Air,Yes,Yes,48,Cash,Annually
507,58,Female,Jewelry,Accessories,77,Oregon,L,Black,Fall,3.5,No,Standard,Yes,Yes,42,PayPal,Bi-Weekly
508,35,Male,Sandals,Footwear,93,Ohio,L,White,Winter,3.0,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Annually
509,19,Male,Sandals,Footwear,55,Montana,M,Lavender,Winter,4.5,No,Next Day Air,Yes,Yes,31,Venmo,Monthly
510,45,Male,Handbag,Accessories,87,Arkansas,XL,Gold,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,18,Cash,Fortnightly
511,34,Male,Boots,Footwear,72,Georgia,M,Maroon,Summer,3.0,Yes,Standard,No,Yes,20,Cash,Quarterly
512,38,Female,Handbag,Accessories,26,Montana,M,Olive,Fall,3.8,No,Express,No,Yes,20,PayPal,Annually
513,44,Male,Handbag,Accessories,72,Ohio,M,Gray,Summer,3.9,Yes,Free Shipping,Yes,Yes,19,Debit Card,Quarterly
514,46,Male,Sneakers,Footwear,67,California,M,Olive,Fall,4.9,No,Express,Yes,Yes,29,Debit Card,Monthly
515,59,Male,Blouse,Clothing,81,West Virginia,L,Silver,Summer,4.6,Yes,2-Day Shipping,No,Yes,10,Bank Transfer,Annually
516,54,Male,Jacket,Outerwear,70,Colorado,S,Turquoise,Summer,4.7,Yes,2-Day Shipping,No,No,40,Credit Card,Bi-Weekly
517,46,Female,Boots,Footwear,63,Montana,XL,Teal,Winter,4.8,Yes,Store Pickup,Yes,Yes,38,PayPal,Weekly
518,18,Male,Hat,Accessories,82,Arizona,XL,Black,Winter,3.8,No,Store Pickup,Yes,Yes,22,PayPal,Annually
519,40,Female,Sandals,Footwear,35,New York,L,Purple,Fall,2.5,Yes,Standard,No,Yes,5,Debit Card,Bi-Weekly
520,37,Male,Flats,Footwear,66,Maine,L,Blue,Spring,2.5,No,Express,No,No,10,Debit Card,Fortnightly
521,60,Male,Jeans,Clothing,28,Oregon,L,Olive,Summer,3.0,Yes,Store Pickup,No,No,0,PayPal,Bi-Weekly
522,61,Male,Rain Jacket,Outerwear,72,West Virginia,S,Red,Fall,3.7,Yes,Store Pickup,Yes,Yes,3,Credit Card,Quarterly
523,52,Female,Jacket,Outerwear,70,Montana,L,Black,Winter,5.0,Yes,Store Pickup,No,Yes,15,Cash,Fortnightly
524,39,Female,Sweater,Clothing,23,Alabama,XL,Gray,Summer,4.6,Yes,Express,No,Yes,21,Venmo,Monthly
525,51,Male,Shorts,Clothing,32,Ohio,XL,White,Winter,4.9,Yes,Next Day Air,No,Yes,50,Cash,Weekly
526,69,Female,Dress,Clothing,98,Ohio,XL,Black,Winter,4.2,Yes,Standard,No,No,6,Debit Card,Quarterly
527,32,Male,Scarf,Accessories,79,New Hampshire,S,Teal,Winter,3.6,No,2-Day Shipping,Yes,Yes,6,Venmo,Weekly
528,56,Male,Heels,Footwear,36,Ohio,L,Green,Fall,3.7,No,Free Shipping,Yes,Yes,8,Venmo,Weekly
529,26,Female,Hat,Accessories,65,Missouri,M,Turquoise,Fall,3.3,No,Standard,No,Yes,33,Debit Card,Bi-Weekly
530,61,Male,Shirt,Clothing,84,California,S,Charcoal,Summer,3.0,Yes,Store Pickup,Yes,Yes,50,Venmo,Monthly
531,30,Female,Hat,Accessories,62,Texas,L,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,31,Cash,Weekly
532,58,Male,Flats,Footwear,99,Montana,M,Blue,Summer,4.5,No,Free Shipping,No,Yes,0,Credit Card,Weekly
533,22,Female,Pants,Clothing,34,Oregon,L,Lavender,Spring,4.1,No,Express,Yes,Yes,12,Cash,Monthly
534,29,Male,Coat,Outerwear,63,California,M,Pink,Spring,2.6,No,Express,Yes,Yes,43,Cash,Quarterly
535,59,Male,Coat,Outerwear,59,New York,M,Green,Summer,4.2,No,Store Pickup,Yes,Yes,7,Cash,Fortnightly
536,68,Male,Heels,Footwear,68,Colorado,L,Teal,Fall,4.9,Yes,Express,Yes,Yes,34,Credit Card,Fortnightly
537,38,Male,Dress,Clothing,36,Mississippi,XL,Purple,Winter,4.5,Yes,Free Shipping,No,No,31,Debit Card,Quarterly
538,29,Female,Rain Jacket,Outerwear,83,Alabama,L,Silver,Winter,3.0,Yes,Next Day Air,Yes,Yes,25,Cash,Monthly
539,45,Female,Boots,Footwear,52,California,S,Turquoise,Winter,3.2,No,Free Shipping,Yes,Yes,29,Debit Card,Annually
540,39,Female,Scarf,Accessories,75,New Hampshire,L,Blue,Summer,3.2,Yes,Free Shipping,No,Yes,16,Bank Transfer,Weekly
541,40,Male,Jacket,Outerwear,55,Louisiana,S,White,Winter,3.4,Yes,Standard,Yes,Yes,43,Credit Card,Monthly
542,37,Female,Heels,Footwear,37,Arizona,L,Gray,Summer,3.2,No,Next Day Air,No,Yes,30,Bank Transfer,Annually
543,66,Male,Sunglasses,Accessories,49,Washington,M,Blue,Spring,3.8,No,Store Pickup,No,No,50,Venmo,Monthly
544,30,Female,Sunglasses,Accessories,76,New York,S,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Bank Transfer,Monthly
545,39,Male,Scarf,Accessories,71,Arizona,L,Teal,Winter,3.9,Yes,Free Shipping,Yes,Yes,21,Debit Card,Bi-Weekly
546,69,Female,Sunglasses,Accessories,70,Massachusetts,XL,Purple,Fall,2.8,No,Store Pickup,No,Yes,10,Venmo,Bi-Weekly
547,53,Male,Shorts,Clothing,23,Wyoming,M,Black,Fall,3.2,Yes,Standard,Yes,Yes,29,Venmo,Monthly
548,51,Male,Boots,Footwear,72,Delaware,M,White,Spring,3.8,No,Store Pickup,Yes,Yes,24,Cash,Fortnightly
549,31,Female,Jewelry,Accessories,80,Wyoming,L,Purple,Fall,3.2,Yes,Free Shipping,No,Yes,25,Debit Card,Fortnightly
550,51,Female,Scarf,Accessories,79,Texas,S,Black,Summer,4.1,No,Standard,No,No,39,Cash,Quarterly
551,33,Male,Scarf,Accessories,69,Georgia,M,White,Fall,4.2,Yes,Free Shipping,Yes,Yes,17,Bank Transfer,Annually
552,36,Male,Flats,Footwear,72,Arizona,S,Green,Winter,4.4,No,Next Day Air,No,Yes,16,Cash,Annually
553,20,Female,Sweater,Clothing,79,Delaware,L,Silver,Spring,3.5,Yes,Standard,Yes,Yes,45,Cash,Monthly
554,60,Female,Scarf,Accessories,28,Massachusetts,M,Lavender,Spring,3.7,No,Free Shipping,Yes,Yes,1,Debit Card,Weekly
555,29,Female,Pants,Clothing,70,Wyoming,S,Gray,Summer,2.9,No,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly
556,52,Male,Jewelry,Accessories,26,Ohio,S,Silver,Summer,3.6,Yes,Express,No,Yes,15,Credit Card,Fortnightly
557,30,Male,Skirt,Clothing,23,Kentucky,L,Purple,Winter,3.1,Yes,Store Pickup,Yes,Yes,46,Cash,Weekly
558,44,Male,Parka,Outerwear,91,Ohio,M,Purple,Fall,4.8,Yes,Free Shipping,Yes,Yes,6,Credit Card,Monthly
559,29,Male,Jewelry,Accessories,60,Kentucky,XL,Purple,Fall,3.1,No,Store Pickup,No,Yes,4,Cash,Quarterly
560,37,Female,Pants,Clothing,92,Wyoming,L,White,Summer,5.0,No,Store Pickup,Yes,Yes,21,Cash,Bi-Weekly
561,66,Female,Handbag,Accessories,62,Kentucky,XL,Silver,Spring,3.8,Yes,Free Shipping,Yes,Yes,39,Venmo,Monthly
562,33,Female,Heels,Footwear,30,Maine,M,Green,Fall,3.2,Yes,Next Day Air,Yes,Yes,41,Venmo,Fortnightly
563,64,Female,Coat,Outerwear,55,Arkansas,S,Red,Fall,4.1,No,Express,Yes,Yes,46,Credit Card,Monthly
564,33,Male,Shirt,Clothing,48,Florida,XL,Red,Summer,3.0,Yes,Express,No,Yes,12,Venmo,Bi-Weekly
565,27,Male,Sandals,Footwear,42,Texas,M,Olive,Winter,3.6,No,Standard,Yes,Yes,46,Cash,Fortnightly
566,45,Male,Boots,Footwear,56,Texas,XL,Purple,Summer,4.7,No,Express,No,No,24,Cash,Quarterly
567,46,Female,Sunglasses,Accessories,81,Kentucky,XL,Charcoal,Winter,4.4,No,2-Day Shipping,Yes,Yes,35,Bank Transfer,Fortnightly
568,34,Female,Belt,Accessories,78,Missouri,XL,Blue,Winter,3.3,No,Free Shipping,Yes,Yes,12,Venmo,Weekly
569,50,Female,Scarf,Accessories,73,Delaware,L,Silver,Fall,3.3,Yes,Next Day Air,Yes,Yes,7,PayPal,Annually
570,28,Male,Belt,Accessories,64,Mississippi,XL,Green,Winter,4.1,No,Store Pickup,Yes,Yes,15,PayPal,Weekly
571,70,Female,Jeans,Clothing,53,Florida,XL,Turquoise,Summer,3.1,Yes,Express,Yes,Yes,49,Venmo,Bi-Weekly
572,63,Female,Jewelry,Accessories,95,Massachusetts,M,Charcoal,Spring,4.6,No,Store Pickup,No,No,37,Credit Card,Bi-Weekly
573,44,Male,Coat,Clothing,38,West Virginia,M,Silver,Summer,2.5,Yes,Next Day Air,Yes,Yes,6,Venmo,Bi-Weekly
574,44,Female,Rain Jacket,Outerwear,41,Wyoming,L,Pink,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly
575,29,Male,Jeans,Clothing,44,West Virginia,XL,Lavender,Winter,4.7,Yes,Express,No,Yes,24,Venmo,Monthly
576,22,Female,Shirt,Clothing,81,Alabama,S,Gray,Winter,3.2,Yes,Store Pickup,Yes,Yes,6,Cash,Annually
577,68,Male,Hat,Accessories,86,Arizona,L,Blue,Fall,4.4,No,Standard,No,No,20,Cash,Monthly
578,60,Female,Hat,Accessories,27,Hawaii,L,White,Winter,3.6,No,Store Pickup,Yes,Yes,1,Debit Card,Weekly
579,51,Female,Boots,Footwear,77,Florida,XL,Red,Fall,4.2,Yes,Store Pickup,No,Yes,40,Credit Card,Weekly
580,69,Female,Sunglasses,Accessories,97,Alabama,XL,Black,Summer,3.6,No,Store Pickup,Yes,Yes,46,PayPal,Monthly
581,56,Male,Heels,Footwear,93,Colorado,S,Turquoise,Fall,4.5,No,Store Pickup,No,Yes,28,Venmo,Quarterly
582,60,Male,Sneakers,Footwear,41,Arizona,S,White,Fall,5.0,Yes,Free Shipping,No,No,49,Credit Card,Fortnightly
583,64,Female,Jewelry,Accessories,35,Georgia,M,Blue,Winter,4.5,No,Free Shipping,Yes,Yes,41,Credit Card,Quarterly
584,63,Female,Sunglasses,Accessories,48,West Virginia,S,Violet,Winter,2.8,No,Store Pickup,Yes,Yes,47,Venmo,Annually
585,41,Male,Rain Jacket,Outerwear,93,Washington,S,Violet,Winter,4.0,Yes,Next Day Air,No,No,49,Credit Card,Bi-Weekly
586,68,Male,Sandals,Footwear,70,Kentucky,XL,Teal,Spring,4.5,No,Free Shipping,No,No,9,Debit Card,Monthly
587,27,Male,Parka,Outerwear,84,Colorado,S,Gold,Fall,4.1,Yes,Next Day Air,No,No,3,Credit Card,Fortnightly
588,70,Male,Sandals,Footwear,42,Alabama,XL,Violet,Spring,5.0,No,Standard,No,No,22,PayPal,Quarterly
589,22,Female,Coat,Outerwear,90,Delaware,S,Turquoise,Summer,4.4,Yes,Store Pickup,No,No,41,Cash,Annually
590,26,Female,Belt,Accessories,38,Montana,M,Purple,Winter,3.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Bi-Weekly
591,28,Male,Coat,Clothing,80,Wyoming,S,White,Summer,4.0,Yes,Store Pickup,No,Yes,2,Venmo,Fortnightly
592,43,Female,Coat,Outerwear,68,Arizona,S,Lavender,Fall,3.2,No,Standard,Yes,Yes,7,Venmo,Weekly
593,25,Female,Sandals,Footwear,95,Texas,XL,Gold,Winter,4.5,Yes,Next Day Air,No,No,19,Debit Card,Fortnightly
594,24,Female,Pants,Clothing,43,Delaware,S,Silver,Fall,2.7,Yes,Free Shipping,Yes,Yes,11,Debit Card,Bi-Weekly
595,29,Male,Belt,Accessories,35,Maine,M,Purple,Spring,2.7,No,Express,Yes,Yes,7,Debit Card,Monthly
596,41,Male,Jewelry,Accessories,20,Louisiana,L,Maroon,Summer,4.1,No,Free Shipping,No,No,33,Credit Card,Annually
597,52,Male,Blouse,Clothing,50,Maine,M,Turquoise,Summer,4.6,Yes,Free Shipping,Yes,Yes,37,Credit Card,Monthly
598,26,Female,Pants,Clothing,52,West Virginia,XL,Pink,Fall,3.6,No,Store Pickup,No,Yes,34,Cash,Weekly
599,58,Female,Boots,Footwear,92,Georgia,M,Charcoal,Spring,3.3,No,Next Day Air,Yes,Yes,38,Cash,Weekly
600,35,Male,Pants,Clothing,72,Massachusetts,L,Black,Summer,4.8,No,Free Shipping,Yes,Yes,17,Venmo,Weekly
601,42,Male,Handbag,Accessories,35,Wyoming,L,Blue,Winter,3.8,No,2-Day Shipping,No,Yes,3,Cash,Monthly
602,66,Female,Boots,Footwear,88,California,XL,Blue,Spring,3.1,Yes,Store Pickup,Yes,Yes,9,PayPal,Annually
603,65,Female,Coat,Clothing,51,Georgia,XL,Lavender,Spring,3.6,No,Next Day Air,No,No,27,Debit Card,Bi-Weekly
604,70,Male,Jacket,Outerwear,59,New Hampshire,L,Black,Winter,2.7,Yes,Express,Yes,Yes,36,Venmo,Weekly
605,65,Female,Handbag,Accessories,74,Georgia,M,Blue,Fall,3.8,Yes,Next Day Air,Yes,Yes,39,Cash,Bi-Weekly
606,18,Female,Coat,Outerwear,87,Georgia,S,Lavender,Spring,4.2,Yes,Free Shipping,Yes,Yes,23,Cash,Annually
607,40,Male,Scarf,Accessories,68,Wyoming,L,White,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,18,Credit Card,Quarterly
608,36,Female,Sandals,Footwear,100,Texas,XL,Purple,Summer,4.8,Yes,Next Day Air,No,Yes,22,Venmo,Annually
609,47,Female,Parka,Outerwear,33,Kentucky,L,Pink,Fall,3.4,Yes,Next Day Air,No,Yes,5,Debit Card,Annually
610,27,Female,Shorts,Clothing,20,Oregon,L,Olive,Fall,3.5,No,Standard,No,Yes,34,Credit Card,Weekly
611,46,Female,Sneakers,Footwear,65,Washington,XL,Gray,Summer,4.7,Yes,Express,Yes,Yes,18,Venmo,Fortnightly
